,trip_id,arrival_time,departure_time,stop_sequence,trip_headsign,direction_id,route_id,wheelchair_accessible,bikes_allowed,stop_lat,stop_lon,stop_name,is_express
144455,2961157_3041,03:43:00,03:43:00,1,20 ABIA Airport SB,1,20,1,1,30.313865,-97.664697,7000 Manor/Susquehanna,False
144456,2961157_3041,03:44:13,03:44:13,2,20 ABIA Airport SB,1,20,1,1,30.310003,-97.667482,6650 Manor/Loyola,False
144457,2961157_3041,03:45:12,03:45:12,3,20 ABIA Airport SB,1,20,1,1,30.3085,-97.671213,University Hills SB (Manor/Northeast),False
144458,2961157_3041,03:46:50,03:46:50,4,20 ABIA Airport SB,1,20,1,1,30.307941,-97.678194,6102 Manor/Wheless,False
144459,2961157_3041,03:47:27,03:47:27,5,20 ABIA Airport SB,1,20,1,1,30.30659,-97.680101,5900 Manor/Sweeney,False
144460,2961157_3041,03:48:03,03:48:03,6,20 ABIA Airport SB,1,20,1,1,30.304383,-97.681613,Manor at Rogge SB (Manor/Rogge),False
144461,2961157_3041,03:49:21,03:49:21,7,20 ABIA Airport SB,1,20,1,1,30.30115,-97.685058,Manor/Wellington,False
144462,2961157_3041,03:50:14,03:50:14,8,20 ABIA Airport SB,1,20,1,1,30.298358,-97.687017,51st/Manor SB (Manor/51st),False
144463,2961157_3041,03:51:10,03:51:10,9,20 ABIA Airport SB,1,20,1,1,30.295369,-97.689006,4800 Manor/Creekwood,False
144464,2961157_3041,03:52:02,03:52:02,10,20 ABIA Airport SB,1,20,1,1,30.29216,-97.689382,4500 Manor/Lovell,False
144465,2961157_3041,03:53:51,03:53:51,11,20 ABIA Airport SB,1,20,1,1,30.290265,-97.695112,3722 Manor/Tilley,False
144466,2961157_3041,03:54:38,03:54:38,12,20 ABIA Airport SB,1,20,1,1,30.28934,-97.698275,3600 Manor/Pershing,False
144467,2961157_3041,03:55:26,03:55:26,13,20 ABIA Airport SB,1,20,1,1,30.287728,-97.701113,Manor/Anchor,False
144468,2961157_3041,03:56:01,03:56:01,14,20 ABIA Airport SB,1,20,1,1,30.286885,-97.703204,Manor/Tillery,False
144470,2961157_3041,03:58:00,03:58:00,16,20 ABIA Airport SB,1,20,1,1,30.285663,-97.710921,Alexander SB (Manor/Alexander),False
144471,2961157_3041,03:59:01,03:59:01,17,20 ABIA Airport SB,1,20,1,1,30.285124,-97.714409,Manor/Walnut,False
144472,2961157_3041,04:00:15,04:00:15,18,20 ABIA Airport SB,1,20,1,1,30.284554,-97.717984,Cherrywood SB (Manor/Cherrywood),False
144473,2961157_3041,04:01:42,04:01:42,19,20 ABIA Airport SB,1,20,1,1,30.284787,-97.721969,Dean Keeton/Dancy NE Corner,False
144474,2961157_3041,04:03:42,04:03:42,20,20 ABIA Airport SB,1,20,1,1,30.287579,-97.727345,920 Dean Keeton/Red River,False
144475,2961157_3041,04:04:29,04:04:29,21,20 ABIA Airport SB,1,20,1,1,30.288847,-97.729473,East Dean Keeton SB (Dean Keeton/Medical Arts),False
144476,2961157_3041,04:06:48,04:06:48,22,20 ABIA Airport SB,1,20,1,1,30.289536,-97.737134,Dean Keeton/Speedway NE Corner,False
144478,2961157_3041,04:09:51,04:09:51,24,20 ABIA Airport SB,1,20,1,1,30.286231,-97.741771,UT West Mall Station (SB),False
144479,2961157_3041,04:10:50,04:10:50,25,20 ABIA Airport SB,1,20,1,1,30.283384,-97.742081,Guadalupe/W. 21st Street,False
58666,2959807_0785,04:14:00,04:14:00,1,10 Southpark Meadows SB,0,10,1,1,30.340202,-97.691345,Norwood Transit Center - A,False
144481,2961157_3041,04:14:00,04:14:00,27,20 ABIA Airport SB,1,20,1,1,30.275022,-97.744169,Capitol Station (SB),False
58667,2959807_0785,04:15:31,04:15:31,2,10 Southpark Meadows SB,0,10,1,1,30.340454,-97.690058,1113 Rutherford/Furness,False
58668,2959807_0785,04:17:42,04:17:42,3,10 Southpark Meadows SB,0,10,1,1,30.33771,-97.68437,8100 Cameron Road,False
58669,2959807_0785,04:18:53,04:18:53,4,10 Southpark Meadows SB,0,10,1,1,30.33555,-97.68456,8004 Cameron/Rutherford,False
634158,2972217_19334,04:19:00,04:19:00,1,7 William Cannon SB,0,7,1,1,30.338721,-97.719548,Crestview Station Bus Stop,False
634159,2972217_19334,04:20:35,04:20:35,2,7 William Cannon SB,0,7,1,1,30.336206,-97.718248,6904 Airport/Lamar,False
58670,2959807_0785,04:20:57,04:20:57,5,10 Southpark Meadows SB,0,10,1,1,30.33123,-97.68753,7606 Cameron/Anderson,False
620996,2972286_19124,04:20:59,04:20:59,2,7 Airport/Highland NB,1,7,1,1,30.188349,-97.765515,1901 William Cannon/Bluff Springs,False
634160,2972217_19334,04:21:25,04:21:25,3,7 William Cannon SB,0,7,1,1,30.333535,-97.716863,Airport/Guadalupe,False
58671,2959807_0785,04:22:12,04:22:12,6,10 Southpark Meadows SB,0,10,1,1,30.32921,-97.69045,7400 Cameron/McKie,False
144485,2961157_3041,04:23:00,04:23:00,31,20 ABIA Airport SB,1,20,1,1,30.256196,-97.746021,Riverside/Congress FS,False
634161,2972217_19334,04:23:05,04:23:05,4,7 William Cannon SB,0,7,1,1,30.328339,-97.716081,6402 Airport Blvd (Highland Mall),False
58672,2959807_0785,04:23:50,04:23:50,7,10 Southpark Meadows SB,0,10,1,1,30.325707,-97.691802,1423 St Johns/Cameron,False
634162,2972217_19334,04:24:31,04:24:31,5,7 William Cannon SB,0,7,1,1,30.323416,-97.71554,Airport at Clayton SB,False
634163,2972217_19334,04:25:11,04:25:11,6,7 William Cannon SB,0,7,1,1,30.321647,-97.71395,5789 Airport/Koenig,False
58673,2959807_0785,04:25:34,04:25:34,8,10 Southpark Meadows SB,0,10,1,1,30.3223,-97.68924,Berkman/US 290 NW Corner,False
58674,2959807_0785,04:26:39,04:26:39,9,10 Southpark Meadows SB,0,10,1,1,30.319884,-97.68919,Berkman/US 290 SW Corner,False
634164,2972217_19334,04:27:05,04:27:05,7,7 William Cannon SB,0,7,1,1,30.321167,-97.718996,5600 Avenue F/56th,False
58675,2959807_0785,04:27:26,04:27:26,10,10 Southpark Meadows SB,0,10,1,1,30.318167,-97.690141,6500 Berkman/Wheless,False
58676,2959807_0785,04:28:06,04:28:06,11,10 Southpark Meadows SB,0,10,1,1,30.316451,-97.691223,6208 Berkman/Glen Valley,False
634165,2972217_19334,04:29:00,04:29:00,8,7 William Cannon SB,0,7,1,1,30.316511,-97.718524,5302 Duval/53rd,False
144494,2961157_3041,04:29:40,04:29:40,40,20 ABIA Airport SB,1,20,1,1,30.238275,-97.726015,2237 Riverside/Willow Creek,False
58677,2959807_0785,04:30:00,04:30:00,12,10 Southpark Meadows SB,0,10,1,1,30.312311,-97.693666,5810 Berkman/Sweetbriar,False
634166,2972217_19334,04:30:23,04:30:23,9,7 William Cannon SB,0,7,1,1,30.314362,-97.719922,Duval/51st,False
58678,2959807_0785,04:31:07,04:31:07,13,10 Southpark Meadows SB,0,10,1,1,30.309342,-97.695539,Berkman/Cloverleaf,False
58679,2959807_0785,04:32:07,04:32:07,14,10 Southpark Meadows SB,0,10,1,1,30.306736,-97.697201,5305 Berkman/Broadmoor,False
634167,2972217_19334,04:32:10,04:32:10,10,7 William Cannon SB,0,7,1,1,30.310968,-97.722129,Duval/48th,False
621005,2972286_19124,04:32:35,04:32:35,11,7 Airport/Highland NB,1,7,1,1,30.197276,-97.744457,4509 Teri/Pleasant Valley,False
621006,2972286_19124,04:33:56,04:33:56,12,7 Airport/Highland NB,1,7,1,1,30.200146,-97.749038,2303 Teri/Spruce,False
58680,2959807_0785,04:33:58,04:33:58,15,10 Southpark Meadows SB,0,10,1,1,30.302661,-97.700391,1716 Barbara Jordan/Berkman,False
634168,2972217_19334,04:34:00,04:34:00,11,7 William Cannon SB,0,7,1,1,30.307337,-97.724462,4510 Duval/45th,False
144500,2961157_3041,04:35:00,04:35:00,46,20 ABIA Airport SB,1,20,1,1,30.226741,-97.70763,5925 Riverside/Grove,False
450499,2965831_10067,04:35:00,04:35:00,1,337 Mopac WB,0,337,1,1,30.291672,-97.628589,Decker (Loyola/Decker),False
548074,2968325_13375,04:35:00,04:35:00,1,5 Northcross WB,1,5,1,1,30.283619,-97.671579,Tannehill/Webberville,False
621007,2972286_19124,04:35:00,04:35:00,13,7 Airport/Highland NB,1,7,1,1,30.202328,-97.752516,2008 Teri/Pepper,False
58681,2959807_0785,04:35:07,04:35:07,16,10 Southpark Meadows SB,0,10,1,1,30.303915,-97.704151,4924 Mueller/Barbara Jordan,False
634169,2972217_19334,04:35:07,04:35:07,12,7 William Cannon SB,0,7,1,1,30.30438,-97.726357,Duval/43rd,False
548075,2968325_13375,04:35:38,04:35:38,2,5 Northcross WB,1,5,1,1,30.281843,-97.67245,4338 Tannehill/Webberville,False
450500,2965831_10067,04:35:43,04:35:43,2,337 Mopac WB,0,337,1,1,30.292958,-97.631241,Loyola/Wentworth,False
621008,2972286_19124,04:35:52,04:35:52,14,7 Airport/Highland NB,1,7,1,1,30.204466,-97.753036,4801 Freidrich/Teri,False
634170,2972217_19334,04:35:55,04:35:55,13,7 William Cannon SB,0,7,1,1,30.301674,-97.728038,4002 Duval/41st,False
58682,2959807_0785,04:36:03,04:36:03,17,10 Southpark Meadows SB,0,10,1,1,30.301482,-97.70572,4826 Mueller/Philomena,False
548076,2968325_13375,04:36:57,04:36:57,3,5 Northcross WB,1,5,1,1,30.279199,-97.674156,4100 Tannehill/Samuel Huston,False
621009,2972286_19124,04:37:02,04:37:02,15,7 Airport/Highland NB,1,7,1,1,30.208174,-97.750684,4601 Freidrich/City Yard,False
634171,2972217_19334,04:37:08,04:37:08,14,7 William Cannon SB,0,7,1,1,30.298182,-97.730215,3508 Duval/38th,False
58683,2959807_0785,04:37:27,04:37:27,18,10 Southpark Meadows SB,0,10,1,1,30.298134,-97.707679,1714 Aldrich/Mueller,False
634172,2972217_19334,04:37:56,04:37:56,15,7 William Cannon SB,0,7,1,1,30.295649,-97.731832,Duval/33rd,False
58684,2959807_0785,04:38:03,04:38:03,19,10 Southpark Meadows SB,0,10,1,1,30.29844,-97.709294,4300 Airport/Aldrich,False
621010,2972286_19124,04:38:10,04:38:10,16,7 Airport/Highland NB,1,7,1,1,30.211339,-97.748689,4217 Freidrich/St Elmo,False
634173,2972217_19334,04:38:26,04:38:26,16,7 William Cannon SB,0,7,1,1,30.294603,-97.732495,3200 Duval/32nd,False
450501,2965831_10067,04:38:43,04:38:43,3,337 Mopac WB,0,337,1,1,30.297971,-97.64216,Colony Park SB (Loyola/Colony Loop),False
548077,2968325_13375,04:39:12,04:39:12,4,5 Northcross WB,1,5,1,1,30.276588,-97.67835,Jackie Robinson/Delano,False
58685,2959807_0785,04:39:13,04:39:13,20,10 Southpark Meadows SB,0,10,1,1,30.30041,-97.71246,4335 Airport/Parkwood,False
621011,2972286_19124,04:39:18,04:39:18,17,7 Airport/Highland NB,1,7,1,1,30.213484,-97.746116,4115 Freidrich/Woodward,False
450502,2965831_10067,04:39:35,04:39:35,4,337 Mopac WB,0,337,1,1,30.299247,-97.645835,6714 Loyola/Sandshof,False
393358,2964876_8524,04:40:00,04:40:00,1,324 Highland EB,0,324,1,1,30.357549,-97.738037,2751 Foster/Rockwood,False
450503,2965831_10067,04:40:00,04:40:00,5,337 Mopac WB,0,337,1,1,30.29995,-97.647303,Loyola/Johnny Morris NE Corner,False
634174,2972217_19334,04:40:00,04:40:00,17,7 William Cannon SB,0,7,1,1,30.291876,-97.734222,Duval/30th,False
548078,2968325_13375,04:40:30,04:40:30,5,5 Northcross WB,1,5,1,1,30.278736,-97.680321,1411 Fort Branch/Meander,False
634175,2972217_19334,04:40:44,04:40:44,18,7 William Cannon SB,0,7,1,1,30.289599,-97.734686,San Jacinto/Dean Keeton NW Corner,False
450504,2965831_10067,04:41:00,04:41:00,6,337 Mopac WB,0,337,1,1,30.30163,-97.650907,Loyola/Johnny Morris NW Corner,False
548079,2968325_13375,04:41:06,04:41:06,6,5 Northcross WB,1,5,1,1,30.27989,-97.681063,1420 Webberville/Fort Branch,False
621013,2972286_19124,04:41:12,04:41:12,19,7 Airport/Highland NB,1,7,1,1,30.217996,-97.743796,2000 Woodward/Ben White,False
393359,2964876_8524,04:41:20,04:41:20,2,324 Highland EB,0,324,1,1,30.358707,-97.736521,2711 Anderson/Northcross,False
58686,2959807_0785,04:41:56,04:41:56,21,10 Southpark Meadows SB,0,10,1,1,30.303935,-97.717598,45th / Bennett,False
634176,2972217_19334,04:42:00,04:42:00,19,7 William Cannon SB,0,7,1,1,30.285506,-97.733782,UT Stadium SB (San Jacinto/23rd),False
450505,2965831_10067,04:42:08,04:42:08,7,337 Mopac WB,0,337,1,1,30.303281,-97.654591,5900 Loyola/Crystalbrook,False
548080,2968325_13375,04:42:28,04:42:28,7,5 Northcross WB,1,5,1,1,30.278254,-97.684918,12TH/WEBBERVILLE,False
450506,2965831_10067,04:42:46,04:42:46,8,337 Mopac WB,0,337,1,1,30.303051,-97.657759,5600 Loyola/Millrace,False
621016,2972286_19124,04:42:56,04:42:56,22,7 Airport/Highland NB,1,7,1,1,30.222918,-97.7421,3301 Parker/Timber Ridge,False
58687,2959807_0785,04:43:09,04:43:09,22,10 Southpark Meadows SB,0,10,1,1,30.303378,-97.72062,4400 Red River/44th,False
634177,2972217_19334,04:43:10,04:43:10,20,7 William Cannon SB,0,7,1,1,30.283014,-97.7341,2098 SAN JACINTO/21ST,False
548081,2968325_13375,04:43:21,04:43:21,8,5 Northcross WB,1,5,1,1,30.278941,-97.686682,4600 12th/Springdale,False
621017,2972286_19124,04:43:29,04:43:29,23,7 Airport/Highland NB,1,7,1,1,30.224517,-97.742158,3101 Parker/Wickshire,False
58688,2959807_0785,04:43:49,04:43:49,23,10 Southpark Meadows SB,0,10,1,1,30.301618,-97.721598,4202 Red River/Park,False
393360,2964876_8524,04:43:53,04:43:53,3,324 Highland EB,0,324,1,1,30.358604,-97.730093,8003 Burnet/Ashdale,False
548082,2968325_13375,04:44:11,04:44:11,9,5 Northcross WB,1,5,1,1,30.278639,-97.689538,12th/Cometa,False
393361,2964876_8524,04:44:20,04:44:20,4,324 Highland EB,0,324,1,1,30.360508,-97.729588,Burnet/Teakwood,False
621018,2972286_19124,04:44:27,04:44:27,24,7 Airport/Highland NB,1,7,1,1,30.227381,-97.740387,2801 Parker/Royal Hill,False
450507,2965831_10067,04:44:35,04:44:35,9,337 Mopac WB,0,337,1,1,30.304837,-97.664061,5200 Loyola/Bridgewater,False
58689,2959807_0785,04:44:48,04:44:48,24,10 Southpark Meadows SB,0,10,1,1,30.298607,-97.722783,4000 Red River/40th,False
621019,2972286_19124,04:45:26,04:45:26,25,7 Airport/Highland NB,1,7,1,1,30.230144,-97.7382,2501 Parker/Braxton,False
393362,2964876_8524,04:45:28,04:45:28,5,324 Highland EB,0,324,1,1,30.362571,-97.728237,2301 Ohlen/Bowling Green,False
58690,2959807_0785,04:45:52,04:45:52,25,10 Southpark Meadows SB,0,10,1,1,30.29576,-97.723443,Red River/38th,False
548083,2968325_13375,04:46:01,04:46:01,10,5 Northcross WB,1,5,1,1,30.277864,-97.694461,3522 12th/E M Franklin,False
621020,2972286_19124,04:46:10,04:46:10,26,7 Airport/Highland NB,1,7,1,1,30.232116,-97.736934,2301 Parker/Oltorf,False
634178,2972217_19334,04:46:21,04:46:21,21,7 William Cannon SB,0,7,1,1,30.277723,-97.736643,Medical School SB (San Jacinto/17th),False
450508,2965831_10067,04:46:30,04:46:30,10,337 Mopac WB,0,337,1,1,30.310494,-97.667452,3500 Loyola/Manor,False
58691,2959807_0785,04:46:49,04:46:49,26,10 Southpark Meadows SB,0,10,1,1,30.293324,-97.725492,3400 Red River/Harris,False
393363,2964876_8524,04:46:51,04:46:51,6,324 Highland EB,0,324,1,1,30.360919,-97.723494,1821 Ohlen/Renton,False
548084,2968325_13375,04:46:55,04:46:55,11,5 Northcross WB,1,5,1,1,30.277482,-97.696869,3500 12th/Greenwood,False
144506,2961157_3041,04:47:00,04:47:00,52,20 ABIA Airport SB,1,20,1,1,30.202744,-97.665653,ABIA Lower Level,False
175652,2961738_3787,04:47:00,04:47:00,1,217 Shady Lane NB,0,217,1,1,30.236954,-97.702062,Hogan/Community,False
450509,2965831_10067,04:47:01,04:47:01,11,337 Mopac WB,0,337,1,1,30.311577,-97.669075,3300 Loyola/Kings Point,False
621021,2972286_19124,04:47:12,04:47:12,27,7 Airport/Highland NB,1,7,1,1,30.231208,-97.73355,2201 Burton/Oltorf,False
175653,2961738_3787,04:47:35,04:47:35,2,217 Shady Lane NB,0,217,1,1,30.235551,-97.699597,6107 Hogan/Montopolis,False
634179,2972217_19334,04:47:40,04:47:40,22,7 William Cannon SB,0,7,1,1,30.275451,-97.737526,San Jacinto/14th,False
58692,2959807_0785,04:48:00,04:48:00,27,10 Southpark Meadows SB,0,10,1,1,30.290572,-97.727389,3100 Red River/32nd,False
548085,2968325_13375,04:48:00,04:48:00,12,5 Northcross WB,1,5,1,1,30.276978,-97.700178,3250 12th/Airport,False
393364,2964876_8524,04:48:13,04:48:13,7,324 Highland EB,0,324,1,1,30.36282,-97.71887,Ohlen/Contour,False
450510,2965831_10067,04:48:14,04:48:14,12,337 Mopac WB,0,337,1,1,30.314191,-97.673126,2900 Loyola/Tulsa,False
175654,2961738_3787,04:48:20,04:48:20,3,217 Shady Lane NB,0,217,1,1,30.234794,-97.697069,911 Montopolis/Cirulo de Amistad,False
621022,2972286_19124,04:48:20,04:48:20,28,7 Airport/Highland NB,1,7,1,1,30.234059,-97.731309,Burton/Valley Hill Cir.,False
393365,2964876_8524,04:49:00,04:49:00,8,324 Highland EB,0,324,1,1,30.36357,-97.71592,1649 Ohlen/Research,False
175655,2961738_3787,04:49:06,04:49:06,4,217 Shady Lane NB,0,217,1,1,30.237459,-97.695289,703 Montopolis/Ponca,False
548086,2968325_13375,04:49:09,04:49:09,13,5 Northcross WB,1,5,1,1,30.276346,-97.70424,12th/Harvey,False
621023,2972286_19124,04:49:14,04:49:14,29,7 Airport/Highland NB,1,7,1,1,30.235764,-97.72851,1801 Burton/Woodland,False
175656,2961738_3787,04:49:22,04:49:22,5,217 Shady Lane NB,0,217,1,1,30.238996,-97.694369,Montopolis/Monsanto,False
58693,2959807_0785,04:49:31,04:49:31,28,10 Southpark Meadows SB,0,10,1,1,30.287579,-97.727345,920 Dean Keeton/Red River,False
175657,2961738_3787,04:49:47,04:49:47,6,217 Shady Lane NB,0,217,1,1,30.240245,-97.693567,Montopolis/El Mirando,False
45058,2959874_0596,04:50:00,04:50:00,1,10 Norwood Transit Center NB,1,10,1,1,30.163367,-97.791351,200 Turk/Cullen,False
262283,2962835_5592,04:50:00,04:50:00,1,30 Westgate Transit Center SB,1,30,1,1,30.357211,-97.737209,2714 Foster/Northcross,False
634180,2972217_19334,04:50:00,04:50:00,23,7 William Cannon SB,0,7,1,1,30.272244,-97.738709,Capitol/Waterloo SB (San Jacinto/11th),False
393366,2964876_8524,04:50:07,04:50:07,9,324 Highland EB,0,324,1,1,30.36617,-97.715754,8919 Galewood/Payton Gin,False
450511,2965831_10067,04:50:07,04:50:07,13,337 Mopac WB,0,337,1,1,30.318413,-97.678508,2400 Loyola/Roanoke,False
548087,2968325_13375,04:50:11,04:50:11,14,5 Northcross WB,1,5,1,1,30.275723,-97.708093,2900 12th/Alexander,False
621024,2972286_19124,04:50:18,04:50:18,30,7 Airport/Highland NB,1,7,1,1,30.239196,-97.727578,Burton/Riverside,False
393367,2964876_8524,04:50:28,04:50:28,10,324 Highland EB,0,324,1,1,30.367505,-97.714901,9029 Galewood/Colony Creek,False
58694,2959807_0785,04:50:35,04:50:35,29,10 Southpark Meadows SB,0,10,1,1,30.289184,-97.730013,810 Dean Keeton/Hampton,False
450512,2965831_10067,04:50:53,04:50:53,14,337 Mopac WB,0,337,1,1,30.317815,-97.680764,6800 Northeast/Loyola,False
621025,2972286_19124,04:51:03,04:51:03,31,7 Airport/Highland NB,1,7,1,1,30.24114,-97.727591,Riverside/Town Creek,False
393368,2964876_8524,04:51:19,04:51:19,11,324 Highland EB,0,324,1,1,30.369704,-97.716323,1830 Colony Creek/Northgate,False
45059,2959874_0596,04:51:34,04:51:34,2,10 Norwood Transit Center NB,1,10,1,1,30.167797,-97.79335,305 Slaughter/Alice Mae,False
548088,2968325_13375,04:51:39,04:51:39,15,5 Northcross WB,1,5,1,1,30.274879,-97.713399,12th/Cedar,False
450513,2965831_10067,04:51:42,04:51:42,15,337 Mopac WB,0,337,1,1,30.315093,-97.681362,6502 Northeast/North Hampton,False
393369,2964876_8524,04:52:01,04:52:01,12,324 Highland EB,0,324,1,1,30.371518,-97.715819,Northgate/Rundberg,False
450514,2965831_10067,04:52:11,04:52:11,16,337 Mopac WB,0,337,1,1,30.3138,-97.681756,6400 North Hampton/Bristol,False
621026,2972286_19124,04:52:18,04:52:18,32,7 Airport/Highland NB,1,7,1,1,30.243702,-97.729475,1770 Riverside/Shore District,False
45060,2959874_0596,04:52:21,04:52:21,3,10 Norwood Transit Center NB,1,10,1,1,30.169519,-97.795847,324 Slaughter/Francia,False
634181,2972217_19334,04:52:21,04:52:21,24,7 William Cannon SB,0,7,1,1,30.269914,-97.741869,104 8th/Congress,False
548089,2968325_13375,04:52:33,04:52:33,16,5 Northcross WB,1,5,1,1,30.27439,-97.716486,2204 12th/Chestnut,False
450515,2965831_10067,04:52:58,04:52:58,17,337 Mopac WB,0,337,1,1,30.312469,-97.684539,6200 North Hampton/Wheless,False
175658,2961738_3787,04:53:05,04:53:05,7,217 Shady Lane NB,0,217,1,1,30.232832,-97.684391,183/Patton (Esperanza Community),False
548090,2968325_13375,04:53:16,04:53:16,17,5 Northcross WB,1,5,1,1,30.273963,-97.719142,1914 12th/Chicon,False
262285,2962835_5592,04:53:20,04:53:20,3,30 Westgate Transit Center SB,1,30,1,1,30.364974,-97.735546,Steck/Sandalwood,False
676113,2973210_20605,04:53:20,04:53:20,5,801 Southpark Meadows SB,1,801,1,1,30.370933,-97.692733,Masterson Station (SB),True
621027,2972286_19124,04:53:21,04:53:21,33,7 Airport/Highland NB,1,7,1,1,30.246505,-97.731969,1600 Riverside/Summit,False
58695,2959807_0785,04:53:38,04:53:38,30,10 Southpark Meadows SB,0,10,1,1,30.285506,-97.733782,UT Stadium SB (San Jacinto/23rd),False
45061,2959874_0596,04:53:44,04:53:44,4,10 Norwood Transit Center NB,1,10,1,1,30.173403,-97.798751,8905 S 1st/Slaughter,False
393370,2964876_8524,04:53:58,04:53:58,13,324 Highland EB,0,324,1,1,30.371315,-97.709301,9512 Mountain Quail/Rutland,False
262286,2962835_5592,04:53:59,04:53:59,4,30 Westgate Transit Center SB,1,30,1,1,30.365892,-97.737465,Steck/Daleview,False
548091,2968325_13375,04:54:00,04:54:00,18,5 Northcross WB,1,5,1,1,30.273521,-97.72187,1700 12th/Leona,False
450516,2965831_10067,04:54:05,04:54:05,18,337 Mopac WB,0,337,1,1,30.312629,-97.688711,2006 Gaston Place/Wellington,False
634182,2972217_19334,04:54:16,04:54:16,25,7 William Cannon SB,0,7,1,1,30.270613,-97.744215,216 8th/Lavaca,False
58696,2959807_0785,04:54:32,04:54:32,31,10 Southpark Meadows SB,0,10,1,1,30.283014,-97.7341,2098 SAN JACINTO/21ST,False
45062,2959874_0596,04:54:38,04:54:38,5,10 Norwood Transit Center NB,1,10,1,1,30.176671,-97.797694,8515 S 1st/Hyde Park,False
262287,2962835_5592,04:54:40,04:54:40,5,30 Westgate Transit Center SB,1,30,1,1,30.366965,-97.739674,3400 Steck/Shoal Creek,False
116279,2961013_2500,04:55:00,04:55:00,1,20 Springdale NB,0,20,1,1,30.202744,-97.665653,ABIA Lower Level,False
181078,2962250_4268,04:55:00,04:55:00,1,243 Tech Ridge Park & Ride EB,1,243,1,1,30.439972,-97.70124,Howard Station Bus Stop,False
358520,2963675_7206,04:55:00,04:55:00,1,311 Westgate Transit Center WB,0,311,1,1,30.23618,-97.703723,ACC Riverside  @ Grove,False
450517,2965831_10067,04:55:00,04:55:00,19,337 Mopac WB,0,337,1,1,30.31399,-97.692156,1718 Briarcliff/Berkman,False
474683,2966388_10793,04:55:00,04:55:00,1,350 North Lamar Transit Center NB,0,350,1,1,30.23618,-97.703723,ACC Riverside  @ Grove,False
81462,2960566_1367,04:55:08,04:55:08,2,18 Exposition WB,1,18,1,1,30.28262,-97.676905,5107 Heflin/Webberville,False
548092,2968325_13375,04:55:13,04:55:13,19,5 Northcross WB,1,5,1,1,30.273059,-97.7249,1400 12th/Angelina,False
621028,2972286_19124,04:55:20,04:55:20,34,7 Airport/Highland NB,1,7,1,1,30.249906,-97.738594,1000 East Riverside/Travis Heights,False
393371,2964876_8524,04:55:26,04:55:26,14,324 Highland EB,0,324,1,1,30.375848,-97.705196,10014 Mountain Quail/Mearns Meadow,False
45063,2959874_0596,04:55:27,04:55:27,6,10 Norwood Transit Center NB,1,10,1,1,30.179635,-97.795803,8313 S 1st/Great Britain,False
450518,2965831_10067,04:55:40,04:55:40,20,337 Mopac WB,0,337,1,1,30.315083,-97.694414,1500 Briarcliff/Belfast,False
45064,2959874_0596,04:55:53,04:55:53,7,10 Norwood Transit Center NB,1,10,1,1,30.180906,-97.794841,8201 S 1st/Mairo,False
411678,2965412_9025,04:56:00,04:56:00,1,333 Thaxton EB,1,333,1,1,30.234966,-97.87694,Oak Hill Plaza,False
548093,2968325_13375,04:56:08,04:56:08,20,5 Northcross WB,1,5,1,1,30.272727,-97.726844,1220 12th/San Bernard,False
262288,2962835_5592,04:56:12,04:56:12,6,30 Westgate Transit Center SB,1,30,1,1,30.368976,-97.743943,Steck/Mopac,False
192854,2962625_4813,04:56:40,04:56:40,2,3 Arboretum NB,1,3,1,1,30.167797,-97.79335,305 Slaughter/Alice Mae,False
393372,2964876_8524,04:56:45,04:56:45,15,324 Highland EB,0,324,1,1,30.371708,-97.702935,1225 Mearns Meadow/Parkfield,False
45065,2959874_0596,04:56:46,04:56:46,8,10 Norwood Transit Center NB,1,10,1,1,30.183697,-97.79269,7901 S 1st/Dittmar,False
181079,2962250_4268,04:56:49,04:56:49,2,243 Tech Ridge Park & Ride EB,1,243,1,1,30.440104,-97.695268,3301 Wells Branch/Howard,False
621029,2972286_19124,04:56:55,04:56:55,35,7 Airport/Highland NB,1,7,1,1,30.253005,-97.742945,504 Riverside/Newning,False
103216,2960759_2059,04:57:00,04:57:00,1,2 EASTSIDE BUS PLAZA SB,0,2,1,1,30.273534,-97.691296,Oak Springs/Springdale,False
700096,2973660_21424,04:57:00,04:57:00,1,803 Westgate Transit Center SB,1,803,1,1,30.39985,-97.72045,Domain Station,True
58697,2959807_0785,04:57:05,04:57:05,32,10 Southpark Meadows SB,0,10,1,1,30.277723,-97.736643,Medical School SB (San Jacinto/17th),False
474684,2966388_10793,04:57:10,04:57:10,2,350 North Lamar Transit Center NB,0,350,1,1,30.229539,-97.706558,Ruiz Library,False
634183,2972217_19334,04:57:10,04:57:10,26,7 William Cannon SB,0,7,1,1,30.267331,-97.747037,Guadalupe/4th,False
262289,2962835_5592,04:57:11,04:57:11,7,30 Westgate Transit Center SB,1,30,1,1,30.37058,-97.7466,Steck/Summerside,False
358521,2963675_7206,04:57:12,04:57:12,2,311 Westgate Transit Center WB,0,311,1,1,30.229539,-97.706558,Ruiz Library,False
181080,2962250_4268,04:57:28,04:57:28,3,243 Tech Ridge Park & Ride EB,1,243,1,1,30.44121,-97.692441,3001 Wells Branch/Summit,False
116280,2961013_2500,04:57:32,04:57:32,2,20 Springdale NB,0,20,1,1,30.212636,-97.66384,New Airport/Employee,False
